Party,Handle,Tweet
Congress,incindia,"One Nation, One Constitution-which has been ripped to shreds by Modi &amp; his govt. The unilateral &amp; undemocratic manner in which Article370 was abrogated &amp; J&amp;K was dismembered is deplorable.  One shudders at the thought of what this ""democratic"" govt will do next #ModiLiesAtRedFort"
Congress,incindia,"Grandstanding: Seek to attract favourable attention from spectators or media - In other words, PM Modi's modus operandi.   Given the state of the economy &amp; existing expenditure on infrastructure development, we just have one question, where is the money?  #ModiLiesAtRedFort  https://t.co/C1B6MyZyBR"
Congress,incindia,"That's rich coming from the man wholly responsible for reducing international investment in India, ruining trade relations with key partners, weakening the rupee to historic lows &amp; devastating the export industry in the country.   #ModiLiesAtRedFort  https://t.co/pzqAwRmHKB"
Congress,incindia,"Given that GST has 5 tax slabs, ""One Nation, One Tax"" is far from reality. It is also our duty to remind the PM when he speaks from the Red Fort, that the poorly implemented GST resulted in a massive loss to the economy &amp; forced closure of multiple MSMEs. #ModiLiesAtRedFort"
Congress,incindia,Take a trip through the history of our Independence struggle through the photographs that capture the most iconic moments of our nation's past.  #IndependenceDay2019    https://t.co/CrcYLGTuyE
Congress,incindia,"Congress President Smt. Sonia Gandhi, Former PM Dr. Manmohan Singh, Shri @RahulGandhi &amp; Senior Congress leasers join the #IndependenceDay2019 celebrations at AICC HQ.  https://t.co/yyvMzKQTQv"
Congress,incindia,Congress President Smt. Sonia Gandhi hoists the national flag at AICC HQ on #IndependenceDay2019  https://t.co/V61J13xEza
Congress,incindia,LIVE: Flag Hoisting Ceremony at AICC HQ by Congress President Smt. Sonia Gandhi  https://t.co/Qn3IvOfbXz
Congress,incindia,"Tiranga is a symbol of our freedom, national pride &amp; history. It is the embodiment of everything our country stands for &amp; the soul of every Indian that stands with it.   #HappyIndependenceDay  https://t.co/6yLazvhUCa"
Congress,incindia,"Liberty, Equality, Fraternity, Justice, Peace &amp; Democracy - these are the values our forefathers fought for.   As we celebrate our 73rd Independence Day we must not lose sight of these values &amp; ensure as we continue to grow we do so with them in mind.   #HappyIndependenceDay  https://t.co/bVJlJSPaEg"
Congress,incindia,At the stroke of the midnight hour… India completes 72 years of Independence.   Tonight we look back at the man &amp; the speech that our nation will always remember.   #HappyIndependenceDay  https://t.co/hYFdqCP1Vn
Congress,incindia,"Every once in a while, you come across a story that restores your faith in humanity.   Here's what Mr. Amandeep Modi from Bhogal, Delhi, did for his community on the occasion of Eid.    https://t.co/RuXfx3TWCr"
Congress,incindia,"The death toll in Kerala has risen to 92 &amp; fresh warnings on flooding &amp; heavy rain have been issued. The state of Kerala is in dire circumstances, so why is the Central govt choosing to ignore it?    https://t.co/X1XzcM9HZY"
Congress,incindia,The Governor is taking a U-turn. He made an offer that anyone can visit the valley to judge for themselves. Shri @RahulGandhi has taken him up on the offer. He should stand by his word &amp; allow a multi-party delegation to visit Jammu and Kashmir unhindered.
Congress,incindia,The opposition leaders should be allowed to visit and speak to people from different organisations and walks of life. It is important that all those leaders placed under house arrest be released immediately so they can voice their opinion: @AnandSharmaINC #RahulChallengesModi  https://t.co/TNIGDmYuDI
Congress,incindia,Home Minister's decision to visit only BJP ruled state hit by floods sends a clear message to the every other citizen that they will get aid &amp; assistance only when their party is in power. This discrimination coming from a Union Minister is deplorable.   https://t.co/WX8G5D7oPW
Congress,incindia,"India has dropped 22 places in Environmental Performance Index since the Modi govt came to power.   What better than the environmental clearances given to polluting industries, the 1cr felled trees &amp; subversion of laws to throw light on your hypocrisy &amp; environmental destruction.  https://t.co/5dPHjuyKgd"
Congress,incindia,"Speech by Former PM, Dr. Manmohan Singh, to pay homage to Shri Jaipal Reddy at the Memorial Meeting at India International Centre.  https://t.co/zOHdzc84mY"
Congress,incindia,"Shri @RahulGandhi addresses the media after a flood review meeting with govt. officials in Wayanad, Kerala.  https://t.co/pds8YcuLZl"
Congress,incindia,"Shri @RahulGandhi visits the Meenangadi camp in Sultan Bathery district, Wayanad. He has traveled across the constituency visiting people who have lost everything due to the terrible floods in the region.  https://t.co/f31d7Wswrj"
Congress,incindia,"Shri @RahulGandhi addresses the audience gathered at the Kaithapoil, Thamrassaery food relief camp in Wayanad.  https://t.co/VYtuVv4rmm"
Congress,incindia,"Shri @RahulGandhi comforts the flood affected at the relief camp Kaithapoil, Thamrassaery in Kerala.  https://t.co/5jbixYdmno"
Congress,incindia,Message by Congress President Smt. Sonia Gandhi on the occasion of Eid-al-Adha.  https://t.co/Zu938yRYPd
Congress,incindia,"We remember Vikram Sarabhai on his birth centenary. Known as the father of India's space program, he was handpicked by former PM Pandit Nehru in 1962 to launch India's space programme with the creation of INCOSPAR, which later evolved into ISRO.  https://t.co/CdFHe6rjaS"
Congress,incindia,"Eid Mubarak to all our brothers &amp; sisters. May this auspicious occasion bring you peace, prosperity &amp; happiness.  https://t.co/n6GhVKhYrm"
Congress,incindia,Shri @RahulGandhi addresses the media on flood situation in Wayanad &amp; Kerala.  https://t.co/rYtVVjsSHV
Congress,incindia,"Shri @RahulGandhi visited Kavalapara, the landslide site in Bhoothanam, where several people are still trapped &amp; emergency forces are working around the clock to save them.  https://t.co/5EEUtkMn7y"
Congress,incindia,"Shri @RahulGandhi visits his constituency, Wayanad, after devastating floods hit the region. He spoke with victims of the calamity &amp; visited the sites where the destruction was most severe.  https://t.co/H0F8ySQaC7"
Congress,incindia,BJP Govt should release funds to Flood affected States with same large heartedness as they spend on Elections: @JaiveerShergill.  They must  1. Declare the floods as a 'National Disaster'. 2. Fund the States. 3. Issue a White Paper on 'flood preparedness'  https://t.co/p6k83Fu8k5
Congress,incindia,"#ThankYouRahulGandhi for being our guiding light, our source of inspiration &amp; our moral compass. Your unbounded drive &amp; determination has invigorated every member of this party - each of whom has learnt the power of leading with love &amp; fearlessness through you.  https://t.co/qPrwk6YfTa"
Congress,incindia,The resolutions passed by Congress Working Committee at AICC HQ today.  https://t.co/fG1dyRQvCH
Congress,incindia,"Consequently, the CWC unanimously resolved to request Smt. Sonia Gandhi to take over as Interim President pending the election of a regular President by the AICC."
Congress,incindia,"The CWC unanimously resolved that Shri @RahulGandhi should continue as Congress President, as desired by all who were consulted today, and requested him to accept this decision. However, he declined to withdraw his resignation."
Congress,incindia,Each and every Congressman and woman looks to Shri Rahul Gandhi for continued support and guidance.
Congress,incindia,"CWC applauds his courage, commitment and conviction in stepping down as Congress President which was a deeply personal decision but is encouraged that his services, inputs and advice will continue to be available to the party."
Congress,incindia,Congress Working Committee unanimously names Smt. Sonia Gandhi as Interim President.  https://t.co/pqoZKZchqe
Congress,incindia,"Shri @RahulGandhi’s instinctive moral compass is evident from the manner in which he has taken personal responsibility for the disappointing performance of the party in the 2019 Lok Sabha elections, thereby setting new standards of accountability in public life."
Congress,incindia,Shri Rahul Gandhi emerged as a beacon of hope for the very large number of people who cherished the idea of India on which our freedom movement and our constitution was anchored.
Congress,incindia,Shri Rahul Gandhi gave a new sense of aggression and modernity to the party organisation and opened up numerous opportunities to the younger generation. He inspired every Congress worker with his never say die attitude.
Congress,incindia,CWC places on record its profound sense of appreciation and gratitude for the exceptional leadership provided by Shri @RahulGandhi as Congress President.
Congress,incindia,LIVE: Press briefing by @kcvenugopalmp and @rssurjewala.  https://t.co/MY2MRKlttC
Congress,incindia,"Shri @RahulGandhi addresses the media on the crisis in Kashmir, urging the govt to take immediate action to resolve the issue.  https://t.co/16SVmYVljT"
Congress,incindia,"Former Vice President Shri Hamid Ansari, CPP Chairperson Smt Sonia Gandhi, Shri @RahulGandhi , GS UP East Smt @priyankagandhi and other leaders of the Congress Party attend a gathering to honour the memory of former Chief Minister Smt Sheila Dikshit.  https://t.co/DyGNIlNJc9"
Congress,incindia,Media briefing by @rssurjewala Incharge Communications AICC on the CWC meet.  https://t.co/AX5Dv9K5rs
Congress,incindia,The Congress Working Committee meeting is underway at AICC HQ.  https://t.co/PPREhodcCA
Congress,incindia,"A dwindling economy, rampant unemployment &amp; fudged data has shaken the confidence of the Indian consumer. All while the BJP Govt looks on cluelessly.   https://t.co/axs1dga73M"
Congress,incindia,The Quit India Movement kicked off today in 1942. Aruna Asaf Ali assumed the mantle of leadership and hosted the Indian flag in Mumbai after the British arrested the entire Congress leadership. #QuitIndiaMovement  https://t.co/3tASKTzmIL
Congress,incindia,On #IYCFoundationDay we wish all the activists of @IYC and hope they continue on their mission to empower youth across India.
Congress,incindia,"On International Day of the World's Indigenous Peoples, All India Adivasi Congress will be urging the government to implement the Forest Rights Act by sitting on a hunger protest today at Jantar Mantar, New Delhi.  https://t.co/S2JMvFqBwO"
Congress,incindia,Shri @RahulGandhi addresses the media on the critical situation of floods in Wayanad &amp; urging Congress workers to extend any help required.  https://t.co/hFa3WiUy7P
Congress,incindia,We congratulate Former President @CitiznMukherjee for receiving the Bharat Ratna. He worked tirelessly across multiple decades to serve the people of India in multiple roles including that as Union Minister in several Congress Govts.  https://t.co/8W3JD1x8O2
Congress,incindia,"Apart from explaining taxes, businesses now have to explain decline in revenue.  Is the BJP Govt trying to set a record in the difficulty of doing business rankings?    https://t.co/6M9OHXNMRT #IndianEconomyPunctured"
Congress,incindia,Almost very sector has accepted that the Indian economy is in trouble.  Only the incompetent BJP Govt is in denial. #IndianEconomyPunctured    https://t.co/H72REimSqI
